company_name,address_line_1,address_line_2,city,state_alpha,postal_code,country_code,latitude,longitude,when_verified
Olive Garden,480 Howe Ave,,Cuyahoga Falls,OH,442214957,US,41.11862564,-81.47831726,2022-12-18 07:39:42
Olive Garden,3924 Medina Road,,Akron,OH,443332445,US,41.13540649,-81.64019012,2022-12-18 07:39:42
Olive Garden,4810 Dressler Road,,Canton,OH,447182544,US,40.85137939,-81.43354034,2022-12-18 07:39:42
Olive Garden,8383 Day Drive,,Parma,OH,441295610,US,41.38002396,-81.74285126,2022-12-18 07:39:42
Olive Garden,17500 Bagley Road,,Middleburg Heights,OH,441302550,US,41.37241364,-81.82261658,2022-12-18 07:39:42
Olive Garden,26000 Harvard Road,,Beachwood,OH,441226142,US,41.44905853,-81.49710083,2022-12-18 07:39:42
Olive Garden,25984 Lorain Road,,North Olmsted,OH,440702736,US,41.42093658,-81.91004944,2022-12-18 07:39:42
Olive Garden,1635 West River Road,,Elyria,OH,440352715,US,41.3975029,-82.10647583,2022-12-18 07:39:42
Olive Garden,7740 Mentor Ave,,Mentor,OH,440605501,US,41.65969086,-81.36418152,2022-12-18 07:39:42
Olive Garden,5740 Youngstown-Warren Rd,,Niles,OH,444464708,US,41.20912552,-80.74878693,2022-12-18 06:54:29
Olive Garden,1580 North Main Street,,Salinas,CA,939065101,US,36.71197128,-121.65387726,2022-12-18 07:39:42
Olive Garden,3400 Clares Street,,Capitola,CA,950102548,US,36.97789383,-121.96904755,2022-12-18 07:39:42
Olive Garden,940 Blossom Hill Road,,San Jose,CA,951231202,US,37.24986649,-121.86453247,2022-12-18 07:39:42
Olive Garden,2226 Eastridge Loop,,San Jose,CA,951221465,US,37.32564926,-121.81072235,2022-12-18 07:39:42
Olive Garden,1350 Great Mall Drive,,Milpitas,CA,950358037,US,37.41297531,-121.89582825,2022-12-18 07:39:42
Olive Garden,39145 Farwell Dr,,Fremont,CA,945381014,US,37.531353,-121.99934387,2022-12-18 07:39:42
Olive Garden,24688 Hesperian Blvd,,Hayward,CA,945452434,US,37.64782333,-122.10655975,2022-12-18 07:39:42
Olive Garden,3140 Naglee Road,,Tracy,CA,953047319,US,37.75926208,-121.46160126,2022-12-18 07:39:42
Olive Garden,2749 Countryside Drive,,Turlock,CA,953808434,US,37.51702881,-120.87966156,2022-12-18 07:39:42
Olive Garden,2200 Plaza Parkway,,Modesto,CA,953506222,US,37.67105484,-121.03768921,2022-12-18 07:39:42
Olive Garden,4195 Century Blvd,,Pittsburg,CA,945657102,US,38.00699615,-121.84217834,2022-12-18 07:39:42
Olive Garden,1630 North Bechtle Ave,,Springfield,OH,455041572,US,39.94638824,-83.83310699,2022-12-18 07:39:42
Olive Garden,2865 Centre Dr.,,Beavercreek,OH,453242671,US,39.77304459,-84.05092621,2022-12-18 07:39:42
Olive Garden,6722 Miller Lane,,Dayton,OH,454142661,US,39.84470367,-84.19086456,2022-12-18 07:39:42
Olive Garden,2789 Miamisburg Centerville Rd,,Dayton,OH,454593729,US,39.63755798,-84.22044373,2022-12-18 07:39:42
Olive Garden,5450 Renner Rd,,Columbus,OH,432288962,US,39.98199844,-83.14792633,2022-12-18 07:39:42
Olive Garden,6710 Roosevelt Ave,,Middletown,OH,45005,US,39.49250412,-84.33107758,2022-12-18 07:39:42
Olive Garden,7160 Sawmill Road,,Columbus,OH,432351943,US,40.11062622,-83.08991241,2022-12-18 07:39:42
Olive Garden,1514 Stringtown Rd,,Grove City,OH,431239743,US,39.87884521,-83.03842926,2022-12-18 07:39:42
Olive Garden,1250 Polaris Parkway,,Columbus,OH,432402036,US,40.14251328,-82.98622894,2022-12-18 07:39:42
Olive Garden,4900 Fields-Ertel Road,,Cincinnati,OH,452498202,US,39.29321671,-84.31314087,2022-12-18 07:39:42
Olive Garden,4860 N. Hamilton Rd.,,Columbus,OH,432301756,US,40.05692291,-82.8627243,2022-12-18 07:39:42
Olive Garden,4111 National Road East,,Richmond,IN,473743725,US,39.83052063,-84.84613037,2022-12-18 07:39:42
Olive Garden,2439 Taylor Square Drive,,Reynoldsburg,OH,430689500,US,39.93508911,-82.78853607,2022-12-18 07:39:42
Olive Garden,1936 Roschman Ave,,Lima,OH,458043444,US,40.72626495,-84.07460785,2022-12-18 07:39:42
Olive Garden,7179 Dixie Hwy,,Fairfield,OH,450145542,US,39.31072998,-84.48830414,2022-12-18 07:39:42
Olive Garden,1417 N Bridge St,,Chillicothe,OH,456014128,US,39.36462402,-82.97544098,2022-12-18 07:39:42
Olive Garden,3290 Vandercar Way,,Cincinnati,OH,452091012,US,39.158535,-84.42545319,2022-12-18 07:39:42
Olive Garden,3725 Stone Creek Blvd,,Cincinnati,OH,452511457,US,39.25289154,-84.60531616,2022-12-18 07:39:42
Olive Garden,475 Ohio Pike,,Cincinnati,OH,452553337,US,39.07096481,-84.30874634,2022-12-18 07:39:42
Olive Garden,2093 Schorrway Dr.,,Lancaster,OH,431308412,US,39.73470306,-82.62554932,2022-12-18 07:39:42
Olive Garden,898 Hebron Rd.,,Heath,OH,430561170,US,40.02707291,-82.44392395,2022-12-18 07:39:42
Olive Garden,15115 US 224 East,,Findlay,OH,458408737,US,41.05565643,-83.5895462,2022-12-18 07:39:42
Olive Garden,7844 Mall Road,,Florence,KY,410421408,US,38.99290848,-84.65148926,2022-12-18 07:39:42
Olive Garden,304 W. McGalliard Rd.,,Muncie,IN,473031107,US,40.21949768,-85.38939667,2022-12-18 07:39:42
Olive Garden,558 N Lexington Springmill Rd,,Mansfield,OH,449063821,US,40.76667786,-82.58969116,2022-12-18 07:39:42
Olive Garden,853 Boardman-Poland Rd,,Boardman Township,OH,445125116,US,41.02370071,-80.63643646,2022-12-18 06:54:29
Olive Garden,5205 Milan Road,,Sandusky,OH,448707135,US,41.40523911,-82.66182709,2022-12-18 07:39:42
Olive Garden,5945 Peach Street,,Erie,PA,165093439,US,42.06405258,-80.09281158,2022-12-18 06:54:29
Olive Garden,1716 Route 228,,Cranberry Township,PA,160665320,US,40.68488693,-80.08389282,2022-12-18 06:54:29
Olive Garden,6000 Robinson Center Drive,,Pittsburgh,PA,152054859,US,40.4503746,-80.16152191,2022-12-18 06:54:29
Olive Garden,40 McIntyre Square Drive,,Pittsburgh,PA,152377301,US,40.55324173,-80.01940155,2022-12-18 06:54:29
Olive Garden,971 Greentree Road,,Pittsburgh,PA,152203303,US,40.41982651,-80.04571533,2022-12-18 06:54:29
Olive Garden,11325 NE 124th Street,,Kirkland,WA,980344304,US,47.71089172,-122.1895752,2022-12-18 07:39:42
Olive Garden,310 Strander Blvd,,Tukwila,WA,981882939,US,47.45627213,-122.25763702,2022-12-18 07:39:42
Olive Garden,4221 196th Street SW,,Lynnwood,WA,980366718,US,47.82138062,-122.29055023,2022-12-18 07:39:42
