company_name,address_line_1,address_line_2,city,state_alpha,postal_code,country_code,latitude,longitude,when_verified
Zaxbys,4067 Millenia Blvd,,Orlando,FL,32839,US,28.49185562,-81.42984772,2022-12-18 06:25:18
Zaxbys,10791 S John Pkwy,,Orlando,FL,32837,US,28.41226006,-81.42268372,2022-12-18 06:25:18
Zaxbys,6920 S Orange Blossom Trail,,Orlando,FL,32809,US,28.4642334,-81.39762878,2022-12-18 06:25:18
Zaxbys,8895 W Colonial Dr,,Ocoee,FL,34761,US,28.55222321,-81.5069809,2022-12-18 06:25:19
Zaxbys,1885 N John Young Pkwy,,Kissimmee,FL,34741,US,28.30878448,-81.41534424,2022-12-18 06:25:19
Zaxbys,6625 Forest City Rd,,Orlando,FL,32810,US,28.61733818,-81.41426849,2022-12-18 06:25:18
Zaxbys,7061 Narcoossee Rd,,Orlando,FL,32822,US,28.46165466,-81.2722168,2022-12-18 06:25:18
Zaxbys,6503 University Blvd,,Winter Park,FL,32792,US,28.59802628,-81.29749298,2022-12-18 06:25:18
Zaxbys,928 E Semoran Blvd,,Apopka,FL,32703,US,28.67248535,-81.49180603,2022-12-18 06:25:19
Zaxbys,2080 E Hwy 50,,Clermont,FL,34711,US,28.54675674,-81.7277298,2022-12-18 06:25:19
Zaxbys,526 Centennial Blvd,,Richardson,TX,75081,US,32.93788147,-96.72226715,2022-12-18 06:25:20
Zaxbys,701 Keller Pkwy,,Keller,TX,76248,US,32.93485641,-97.23895264,2022-12-18 06:25:20
Zaxbys,8722 Barker Cypress Rd,,Cypress,TX,77433,US,29.90579414,-95.68502045,2022-12-18 06:25:17
Zaxbys,9850 Fry Rd,,Cypress,TX,77433,US,29.92925835,-95.72769928,2022-12-18 06:25:17
Zaxbys,1918 Wescott Ave,,Sugar Land,TX,77479,US,29.5859127,-95.64673615,2022-12-16 15:27:43
Zaxbys,28030 Highway 290,,Cypress,TX,77433,US,29.98808479,-95.7372818,2022-12-18 06:25:17
Zaxbys,11550 FM 1960 Rd W,,Houston,TX,77065,US,29.92798805,-95.59444427,2022-12-18 06:25:22
Zaxbys,8103 Louetta Rd,,Spring,TX,77379,US,30.01442528,-95.5348053,2022-12-18 06:25:21
Zaxbys,21430 Kuykendahl Rd,,Spring,TX,77379,US,30.07937622,-95.51832581,2022-12-18 06:25:21
Zaxbys,1220 Woodruff Rd,,Greenville,SC,29607,US,34.82429123,-82.29309082,2022-12-18 06:25:18
Zaxbys,1903 Laurens Rd,,Greenville,SC,29607,US,34.83885574,-82.35614777,2022-12-16 15:27:43
Zaxbys,3830 E North St,,Greenville,SC,29615,US,34.87334442,-82.32640839,2022-12-16 15:27:43
Zaxbys,403 W Butler Rd,,Mauldin,SC,29662,US,34.77537155,-82.31750488,2022-12-16 15:27:43
Zaxbys,2707 Wade Hampton Blvd,,Greenville,SC,29615,US,34.89873886,-82.33944702,2022-12-18 06:25:18
Zaxbys,807 S Batesville Rd,,Greer,SC,29650,US,34.87318039,-82.25478363,2022-12-18 06:25:18
Zaxbys,824 S Church St,,Greenville,SC,29601,US,34.83926773,-82.40065002,2022-12-18 06:54:30
Zaxbys,113 Batesville Rd,,Simpsonville,SC,29681,US,34.80818558,-82.23288727,2022-12-18 06:25:18
Zaxbys,1511 Poinsett Hwy,,Greenville,SC,29609,US,34.88822174,-82.40592194,2022-12-18 06:54:30
Zaxbys,6169 White Horse Rd,,Greenville,SC,29611,US,34.85493851,-82.45670319,2022-12-18 06:54:30
Zaxbys,3915 Concord Pkwy S,,Concord,NC,28027,US,35.36737823,-80.66657257,2022-12-16 15:27:40
Zaxbys,6044 Glen Afton Blvd,,Kannapolis,NC,28027,US,35.42170715,-80.6778183,2022-12-18 06:54:30
Zaxbys,7781 Gateway Ln NW,,Concord,NC,28027,US,35.36812592,-80.71137238,2022-12-18 06:54:30
Zaxbys,6701 Kee Ln,,Harrisburg,NC,28075,US,35.32300568,-80.64505005,2022-12-16 15:27:40
Zaxbys,355 Copperfield Blvd Ne,,Concord,NC,28025,US,35.44713974,-80.59867096,2022-12-18 06:54:30
Zaxbys,6340 W Sugar Creek Rd,,Charlotte,NC,28269,US,35.3346405,-80.7973938,2022-12-16 15:27:45
Zaxbys,8334 Ikea Blvd,,Charlotte,NC,28262,US,35.2904129,-80.76390076,2022-12-16 15:27:39
Zaxbys,16601 Statesville Rd,,Huntersville,NC,28078,US,35.44020844,-80.86608124,2022-12-18 06:54:30
